,Content,Location,Retweet-Count,Favorites,Created at
24,.@eschoolnews shares 7 tips to help teachers engage and motivate students while maintaining a sense of classroom continuity in a #virtuallearning environment 👨‍💻 https://t.co/PECmjRTSPK https://t.co/QQc6WRLKfZ,,0,0,2021-03-16 17:21:00
25,"2/ You have a ton of expertise online and offline, make sure you use all of it. Build protocols and time for learning.

Here are some great tools to virtualize approaches from the National School Reform Faculty. 

https://t.co/hHggReMKbh

#edleadership #online #virtuallearning",North Carolina,0,0,2021-03-16 17:10:46
26,How can you build a better #virtuallearning experience? It doesn't need to be complicated. Join the #NUITEQSnowflake webinar to find out how! https://t.co/TvBPlRCyry https://t.co/DdBZgUpCiA,"Laboratorgränd 11, 93177, Skellefteå, Sweden",0,0,2021-03-16 17:09:25
27,My dog apparently has his own zoom login for one of the classes today. He is learning a lot about high school art.🤣 #pandemiclife #virtuallearning #beagles https://t.co/sDlVgwx8Gu,New Jersey,2,14,2021-03-16 16:43:04
28,"Me- Ok! We are all done today! See you next we-

A fourth grader- year. see you next year *click*

These kids are https://t.co/newNtrh454  #virtuallearning #slp",,0,0,2021-03-16 16:34:25
29,My #ExeterNurse home working buddy was not respectful of the need to be quiet to take part in my global virtual exchange! #studentathome #virtuallearning https://t.co/jZ4Tdn2n59,Devon,0,5,2021-03-16 16:31:20
30,"Classroom teachers face many challenges when it comes to teaching students virtually. Check out our latest podcast ""How to Keep Students Engaged During Remote Learning"" and discover ways to boost engagement! #StudentEngagement #VirtualLearning https://t.co/ZhYqZGedKJ",,2,4,2021-03-16 16:19:50
31,"Learn about Jamboard in this workshop! Register at https://t.co/WFylF7ACMB!

#howiusethelab #STEM #learnfromhome #virtuallearning #EdTech #INeLearningLab

@setda @themindtrust @indyfb2022 https://t.co/Gwg9sShL4O",,1,1,2021-03-16 16:13:09
32,"This article reminds us that #VirtualLearning is actually good for some of our country's #Kids!
https://t.co/9JNERu2Rrh","Washington, DC, New York, NY, Northern VA",0,0,2021-03-16 16:10:15
33,🦦Interested in teaching K-3 about Monterey Bay? 1st of my live-stream series https://t.co/TlvKJd6zvA 🐳 @cogswell_ben @joinbubble @jfenster @pvusdvirtual @PajaroValleyUSD #virtuallearning #VirtualReality https://t.co/tHNSFNZUjk @edulivestream  @GoogleForEdu @prezi @ecammtweets,"Watsonville, CA",3,6,2021-03-16 16:06:55
34,"Virtual learning on this terrific Tuesday.
#virtuallearning https://t.co/JnWid2Ad4u",,1,1,2021-03-16 16:06:06
35,"Virtual learning on this terrific Tuesday.
#virtuallearning https://t.co/hDPW0AgSrw",,1,1,2021-03-16 16:04:40
36,"In this article, the Luminous Group explore the long-term benefits of #digital-based #training for employers and employees https://t.co/hyBczGL4BJ #remoteworking #virtuallearning",,0,1,2021-03-16 16:02:00
37,"In this article, the Luminous Group explore the long-term benefits of #digital-based #training for employers and employees https://t.co/LZPHFNnmEJ #remoteworking #virtuallearning",,0,0,2021-03-16 16:02:00
38,Robotics Classes now ONLINE! Ask us about a free trial! #boswinrobotics #onlineclasses #virtuallearning #onlinerobotics #virtualclassroom #virtualrobotics #missisaugarobotics #Legocompetition #legomindstormev3 #youthprogramming #youthprogrammingschool #youthrobotics #roboticsteam https://t.co/xuwWoForZL,"Mississauga, ON",0,0,2021-03-16 16:00:09
39,"Claudia M, a student from @ConnCollege, participated in a VSL experience w/ us in #Brazil. 🇧🇷 In this blog, she shares how her cohort had the opportunity to discuss the wave of misinformation &amp; COVID-19 w/ Brazilian health professionals. #virtuallearning https://t.co/AgkmeaiAEA","Pittsburgh, PA",0,2,2021-03-16 15:57:13
40,This is so going to be my son come Fall. 🙄😂 #virtuallearning #onlinelearning #Tuesday https://t.co/Q1sbWwNxbF,"Michigan, USA",0,0,2021-03-16 15:50:00
41,Sharpen your professional skills by learning everything there is to know about #VAPT in our exclusive NTU #virtuallearning environment. Don’t hesitate! Register Now for our subsidised Nexusguard #CertifiedPentester course! https://t.co/ppq9AM0Vdg https://t.co/eK8Qiarn9g,San Francisco,0,0,2021-03-16 15:30:00
42,"We have received 5 stars via @Trustpilot for our Teach the Teacher Course for Doctors https://t.co/CTm2yjFeei 

#TeachtheTeacher #CPDforDoctors #MedEd #virtuallearning #TeachingforDoctors",UK wide,0,0,2021-03-16 15:16:14
43,Spring is quickly approaching! I thought it would be fun to do an at home experiment to show my grade 1’s about rain clouds! One of them said it looked like a Coca Cola rainstorm! #scienceandtechnology #virtuallearning #inquirybasedlearning @OCDSB https://t.co/MZN9jsBK8V,"Ottawa, Ontario",2,2,2021-03-16 15:11:19
44,Join us for an #interactive learning experience. Register for a T1V webinar today! https://t.co/0OFGCPgGBW #webinar #collaboration #WFA #remote #WFH #virtuallearning https://t.co/aARfSWuCPG,"Charlotte, NC ",0,0,2021-03-16 15:09:05
45,"If or when meetings get off track, what are some strategies to get your meeting back on track? 

https://t.co/58kfV4eA7Y #TimeManagement #Productivity #ProductiveMeetings #WorkFromHome #WorkLifeBalance #VirtualMeetings #VirtualLearning #QualityOfLife",Worldwide,0,0,2021-03-16 15:01:59
46,"In the wake of #COVID19, #schools have been forced to adapt with #virtuallearning. But how effective is this? 

We asked #teachers from all around the world. Here's what they told us: https://t.co/C176jByrlc https://t.co/7R4AsoqOqy",Africa,0,1,2021-03-16 14:58:48
47,"With training from tutors at the University of Surrey you are on course for an innovative, forward facing, cutting edge educational journey.
visit https://t.co/grFQ4PX0YD #learning #trainingrning #upskilling #onlinecourse #skills #virtuallearning @NanaAmaOguntola https://t.co/E90AtrSqIX","Milton Keynes, England",0,0,2021-03-16 14:54:58
48,Virtual Poster Session  for Nano Technology https://t.co/aBqogRsO75 #virtualposter #virtualevent #virtuallearning #education #STEM,"Toronto, Ontario",0,0,2021-03-16 14:43:41
49,"Self-love is the best love.

Let us know in the comments below how YOU plan to celebrate yourself today. #SelfLove
Visit: https://t.co/tG6vpsLOTk
.
.
#Swarkul #SwarkulAcademy #HappySunday #HobbyCourses #OnlineCourses #VirtualLearning #OnlineClasses #Chess #Guitar #Dance #Zumba https://t.co/HuAzA8KD3l",,0,1,2021-03-16 14:38:21
50,"March 23 25

Women Create 2021
Turn your passion into profit. 
Free online summit helps you start, grow, and scale a booming online business.

Register here
https://t.co/5AO7CTfU0q

#digitallearning #elearning #educhat #virtuallearning #teacher #classroom #edtech
#education #STEM https://t.co/6A0ek8mCwJ","Bengaluru, India",0,0,2021-03-16 14:26:53
51,"Inspiring and active #virtuallearning #Nurseincharge study day today, in my first full day back to work week with @sashpdteam @sashnhs #oneteam https://t.co/SqDNQOp8xn","Redhill, Surrey",0,9,2021-03-16 14:20:50
52,"Geoff Heney, Lower School Principal at Hong Kong International School, set forth a sequence of practices to guide #virtuallearning. We've detailed them here. https://t.co/Yw0mkBiAtI","Virginia Beach, VA",0,3,2021-03-16 14:15:08
53,"Being thrust into #VirtualLearning has had the side effect of showing leaders that quality education is possible through #RemoteLearning. If you're exploring designing a virtual school, these questions can help guide the process. https://t.co/HnwEMJnVxZ",San Francisco Bay Area,0,0,2021-03-16 14:11:59
54,"**TONIGHT**
Sign up and join us for our VIRTUAL education forum! We will be discussing hybrid learning and what resources have been put into place to help the transition. This is good to know even if your child is staying virtual!

#HowardCounty #VirtualLearning #HybridLearning https://t.co/NcZvX14oyi","Howard County, MD",0,0,2021-03-16 14:00:28
55,4th grade Vocabulary Laboratory! Expanding our vocabulary is 🔑 !!! #4thgrade #distancelearning #virtuallearning 🧠 ❤️ https://t.co/2IACrAZSbU,"Georgia, USA",1,2,2021-03-16 13:52:41
56,We love Dogman #rnegreatthings #virtuallearning https://t.co/IBphm7CvxU,,0,0,2021-03-16 13:42:03
57,"Check out our #Bees using #Yoga to find their happy and calming place. #VirtualLearning #F2F #SEL. @apsupdate 

https://t.co/1UhPdDGTlx","Atlanta Public Schools, Atlanta, GA",0,5,2021-03-16 13:36:15
58,"Have children type the URL directly into the address bar or use a bookmark.
 #education   #internetsafety #safetyonline #childsafety #virtuallearning #virtualsafety #homeschooling https://t.co/BeuRyHVHxk",US,2,1,2021-03-16 13:25:51
59,"Introduction to Joint Operations Planning Course (IJOPC)

The online IJOPC is designed for military staff and security organisations providing tools to participate, as part of a team, in the planning process…https://t.co/TbvVe2QdqD
#virtuallearning #defencetraining @ITS_Planners https://t.co/9kSg43Y7yk",,0,0,2021-03-16 13:20:23
60,"An insightful post from Autism Classroom Resources on reflecting on the impact of #virtuallearning for our #neurodivergent students.  Definitely recommend the read (or listen) this morning.

https://t.co/oJmsvgYxAo",,0,0,2021-03-16 13:10:23
61,"It's #TestimonialTuesday! Hear what some of our #WCPCVirtual attendees had to say about their experience below then join us April 10-11, 2021! #WCPCVirtual #woundcare #woundhealing #virtualcourse #virtuallearning https://t.co/gCmAFuDX2B",,0,0,2021-03-16 13:03:45
62,"Learn popular API Testing tools such as Postman, REST-assured...

Join our New online batch, starting from Friday 
Contact us for more details...

@Peakinlearning 

#apitesting #AUTOMATION #Onlineclass #virtuallearning #testing https://t.co/KyY16dS3gm",India,0,0,2021-03-16 12:58:56
63,"@MSNBC #MorningJoe @MorningMika/#MorningWillie My Thoughts, My Granddaughter Second Day School/Wednesday's Will Be #VirtualLearning For Sanitizing. The Kids Are Happy Mask On.",,0,0,2021-03-16 12:56:42
64,"🪲Bug Catcher Jamboard Game!🪲 An interactive game for kiddos to play with a partner or independently to practice their letters/letter sounds &amp; sight words. 🦋Make a copy: https://t.co/JsiKVsOXtA
 #GoogleEDU #Jamboard #literacy #VirtualLearning https://t.co/GBih3phWFW","Barrie, Ontario",3,30,2021-03-16 12:31:29
65,"Thunderheart:  Sometimes our past haunts us.

https://t.co/sQFRmUSuLz  #TimeManagement #Productivity #WorkLifeBalance #VirtualLearning #QualityOfLife #WorkFromHome #Organization https://t.co/94dRq5ok8q",Worldwide,0,1,2021-03-16 12:20:05
66,Can’t wait to send these home to my second graders! #virtuallearning https://t.co/wiVsOBgPC9,"Rochester, NY",0,7,2021-03-16 12:09:56
67,"This week at the Indiana eLearning Lab! Register at https://t.co/WFylF7ACMB!

#howiusethelab #STEM #learnfromhome #virtuallearning #EdTech #INeLearningLab

@setda @themindtrust @IndyFB2022 https://t.co/s7sgKagg1V",,1,2,2021-03-16 12:00:00
68,"Maximising the impact and engagement of questionnaires

Sign up now: https://t.co/b0lNXSyz15

#questionnairedesign #questionnaires #mrx #virtuallearning https://t.co/7kvfsI6A0b","London, UK",0,0,2021-03-16 11:56:45
69,"@Economy_NI @NIPrisons @Justice_NI @ocnni
As we begin to see some light at the end of the tunnel, we want to highlight some of our stats we have achieved the past year
#virtuallearning 
#qualifications
#positiveoutcomes
#rehabilitation 
#reducereoffending
#COVID19 
#collaboration","Belfast, Northern Ireland",0,1,2021-03-16 11:45:00
70,"@Economy_NI @NIPrisons @Justice_NI @ocnni
As we begin to see some light at the end of the tunnel, we want to highlight some of our stats we have achieved the past year
#virtuallearning 
#qualifications
#positiveoutcomes
#rehabilitation 
#reducereoffending
#COVID19 
#collaboration https://t.co/XwsXeqgzyv","Belfast, Northern Ireland",0,1,2021-03-16 11:45:00
71,Planning a meeting or conference? Add valuable software skills education to your next meeting (in person or virtual) with a Microsoft Certified Trainer-me! Add training that is immediately useful! DM me here or at Dawn@TheSoftwarePro.com #Productivity #VirtualLearning https://t.co/0ze7mumy73,"Denver, Colorado",0,0,2021-03-16 11:27:18
72,"Building a business from home doesn’t mean you have to build it alone

Attend Summit Women-Create 2021 on March 23-25

get the right support

Register here
https://t.co/5AO7CTxuRY

#digitallearning #elearning #educhat #virtuallearning #teacher #classroom #edtech
#education #STEM https://t.co/JFNG2N4zcH","Bengaluru, India",0,0,2021-03-16 11:19:42
73,Scientists want virtual meetings to stay after the COVID pandemic https://t.co/6C5bmJeq9F #SciComm #VirtualConference #RemoteLearning #OnlineLearning #VirtualLearning #AcadmicChatter #COVID19 https://t.co/V6UQUXpEae,,2,0,2021-03-16 11:01:24
74,Check out the latest E-Learning news and resources at https://t.co/cbAdL9at3v (updated daily) #elearning #distancelearning #onlinelearning #school #virtuallearning #cbt #wbt #college #university #onlinedegree Thanks to @StandardKenya #technology #india,"Brecksville, OH",0,0,2021-03-16 11:00:44
75,"GET READY for the biggest virtual event on the #procurement and #supplychain calendar! Don't let your dreams slip away...

LAST CHANCE TO REGISTER: https://t.co/ABaU7TH6Bz

#datasecurity #risk #sustainability #virtuallearning https://t.co/2G0L40Siqd",Global,0,2,2021-03-16 10:28:02
76,"How long should my online course be?Check out my new article on LinkedIn for guidance!

https://t.co/cZPCJ7HBhZ

#instructionaldesigners #learningdesign #instructionaldesign #digitallearning #onlinelearning #distancelearning #onlineteaching #virtuallearning #onlinecourse https://t.co/AYcg1Tospl",,0,0,2021-03-16 10:00:43
77,Explore the Roman Colosseum – HistoryView Virtual Tours https://t.co/u0ImEtOaf4 #VR #VirtualReality #edtech #ARVRinEDU #education #COVID19 #virtuallearning #virtualteaching #remotelearning #remoteteaching #1scanaday,"Boston, Massachusetts",4,5,2021-03-16 10:00:25
78,All roads lead to @WolstonPrimary this morning for a  Virtual Roman session #virtuallearning,Warwickshire,0,1,2021-03-16 09:51:53
79,"Register for our upcoming #GRCP Workshop and benefit from our early bird &amp; group discounts!

Follow the link for more details ➡️ https://t.co/bAsTGkLQ9I

#GovernanceDynamics #GDTraining #OCEG #GRC #OnlineCourses #OnlineWorkshop #EducationalTechnology #VirtualLearning https://t.co/SOcdBBL2Uv","Dubai, United Arab Emirates",0,0,2021-03-16 09:01:11
80,Explore the Amazon Rainforest – HistoryView Virtual Tours https://t.co/31XEzfT9H2 #VR #VirtualReality #edtech #ARVRinEDU #education #COVID19 #virtuallearning #virtualteaching #remotelearning #remoteteaching https://t.co/ytqEwOVwUc,"Boston, Massachusetts",1,0,2021-03-16 09:00:21
81,"Boost your event’s reach, exposure, and audience engagement with Events 10X’s social media integration feature!

#events10x #hybridevents #eventsdubai #eventsvenue #virtualevents #digitialvillage #corporateevents #virtuallearning #eventmanagement #eventtech #eventplanning https://t.co/UBjG429R0n",,0,0,2021-03-16 09:00:00
82,"While COVID-19 has created the largest disruption in education history, service members and their families can still pursue degrees &amp; certifications with help from the Army Education Center and online classes.  Find out how! 

#education #covid-19 #virtuallearning https://t.co/4SfN5sKWfc","Sembach, Germany",0,0,2021-03-16 08:44:00
83,"Please click the link here to sign-up: https://t.co/uRU8JwWEiC

#UNITAR
#AccelerateYourFuture
#fashion
#funwithfabric
#eLearning
#VirtualLearning",enquiries@unitar.my,0,0,2021-03-16 08:32:43
84,Explore Great Western Staircase – HistoryView Virtual Tours https://t.co/JjpxqkSV6j #VR #VirtualReality #edtech #ARVRinEDU #education #COVID19 #virtuallearning #virtualteaching #remotelearning #remoteteaching #1scanaday,"Boston, Massachusetts",7,3,2021-03-16 08:00:14
85,Explore William G. LeDuc House – HistoryView Virtual Tours https://t.co/rhDUrmdkT9 #VR #VirtualReality #edtech #ARVRinEDU #education #COVID19 #virtuallearning #virtualteaching #remotelearning #remoteteaching #1scanaday,"Boston, Massachusetts",4,5,2021-03-16 07:00:05
86,"In the wake of #COVID19, #schools have been forced to adapt with #virtuallearning. But how effective is this? 

We asked #teachers from all around the world. Here's what they told us: https://t.co/Uym6i0WZDs https://t.co/RkGQpNDCGj",Global,5,18,2021-03-16 06:15:01
87,"5 hours more to the official launch of the steadyX Learning Management System
Join us on our Facebook and Youtube pages for the live stream of the entire event

#virtualevent #Onlineclass #virtuallearning #education https://t.co/C0B3uzmnhT","Greater Accra, Ghana",3,1,2021-03-16 06:14:29
88,Explore Allandale Mansion – HistoryView Virtual Tours https://t.co/n3rXaUGzey #VR #VirtualReality #edtech #ARVRinEDU #education #COVID19 #virtuallearning #virtualteaching #remotelearning #remoteteaching #1scanaday,"Boston, Massachusetts",1,1,2021-03-16 06:11:05
89,Explore Rose Island Lighthouse – HistoryView Virtual Tours https://t.co/HcKtFez4Ki #VR #VirtualReality #edtech #ARVRinEDU #education #COVID19 #virtuallearning #virtualteaching #remotelearning #remoteteaching #1scanaday https://t.co/bphYVWLQaZ,"Boston, Massachusetts",1,1,2021-03-16 06:05:37
90,"Tomorrow my @pencollege #PenColMedis 3D students do their Final Presentations in @secondlife &amp; at @vwbpe Conference, experience our Superhero’s Journey #DigitalStorytelling New Student Orientation with Guided Pathways Areas of Study! #edtech @SBCTCWashington #XR #virtuallearning https://t.co/yEpKn0REuW",Sequim / Second Life,1,0,2021-03-16 04:53:26
91,Social studies focus on current #learningcrisis issues after yearlong school shutdown in comparison to students online #virtuallearning progress and outcomes,Tokyo Japan Asia,0,0,2021-03-16 04:39:18
92,"Decoding The Success Story Of Aakash Educational Services Ltd: In Conversation With Rahul Agarwal, Group CTO https://t.co/BxUJ8GEWy1

#edtech #edchat #educhat #Aakash #ETR #pandemic #virtuallearning #onlinelearning https://t.co/ujpjc5Q0mN",India,2,0,2021-03-16 03:00:04
93,"@VTEducation @VTVSLA @SchLibRI @RIDeptEd Looking for AMAZING #Virtual #AuthorVisits? Look no further! I offer FREE virtual school visits for the rest of 2021! email for info- djudemiller@gmail.com
https://t.co/ZeESP7KCwo
#schoolvisits #virtuallearning #librarian #K12 #edchat https://t.co/jjXBiy4ljr",Creator of Monsters!,1,1,2021-03-16 02:48:22
94,"Facilitate a more productive meeting!

https://t.co/s7XSW6voK5

#TimeManagement #Productivity #WorkLifeBalance #QualityOfLife #KickChaosToTheCurb #VirtualLearning #Organization #Stress #TimeManagementFixer  #Meetings #ProductivityHacks #TimeLeaks #ProductiveMeetings #Agenda https://t.co/XirrXWLOsG",Worldwide,0,0,2021-03-16 02:45:03
95,"So, virtual students couldn't log on to their classes AND they couldn't play Xbox-- I hope they went outside! @SteveWatts_ #edtechteachers #virtuallearning #edtech https://t.co/iofgX7heLf","Sioux City, Iowa",0,4,2021-03-16 01:39:04
96,Brain STOP with Ran &amp; Roby https://t.co/pkpQdFLqqj via @YouTube BrianPOP's Tim &amp; Moby make it look so easy... Tune into BrainSTOP with Ran &amp; Roby to see a darker side of human-robot relations! #Trivia #historylover #virtuallearning #HomeschoolHistory,DC Metro Area,0,0,2021-03-16 01:28:33
97,New online fishing school dates! https://t.co/SSAZejB3eP #flyfishing #nl #newfoundland #virtuallearning https://t.co/HAWEHL0exU,"Newfoundland and Labrador, Canada",1,0,2021-03-16 01:26:47
98,"@teacher2teacher @ElemPE1 @CoachPenrod4 @JrV4Victory @SamKruppaPE @BillyB_PE @physedFred @SaraWoodPE @pewithmrc @spry_pe @PaulPerotto Creating a #VirtualLearning space that feels welcoming enough to include siblings (and parents) &amp; involves #Physed and Activity, that's definitely a win! #InstantPD https://t.co/kQvsQsXhIz","Toronto, Ontario",0,4,2021-03-16 01:26:24
99,"Hey, #PhysEd Ts – what lessons or activities have helped you build community with Ss during #VirtualLearning? 

Bonus points for links or videos you ❤️!

(Via T @ElemPE1) #InstantPD #HealthEd #CollaborativeLearning #JoyfulLeaders https://t.co/u53JuLnRMd",,3,11,2021-03-16 01:00:04
100,"Virtual Family Science Night fun, with families from Central City Elementary School, in Central City, KY. #STEM #KY #VirtualLearning #VirtualSTEM #VirtualFamilyScienceNight #FamilyScienceNight #WCPS #BowlingGreen https://t.co/wLpj6LsYd5",,0,2,2021-03-15 23:52:13
101,"Shout out to all those teaching ESL virtually. Some days are rougher than others, but there is a network of support out there!
#TeachingESL #englishishard #virtuallearning #Teach4Speech https://t.co/NRBJUdMc0e",,0,0,2021-03-15 23:49:07
102,Passports are stamped after our trip to Hawaii! My 4s loved exploring @googlearts and learning all about the volcanoes! Hopping on the plane and heading to Australia for tomorrow! https://t.co/kLfqlxfiKY @kprschools #SharetheGood #WeareKPR #virtuallearning #MarchBreak #onted https://t.co/WpcIYfUZFw,"Ontario, Canada",0,0,2021-03-15 23:35:56
103,"Hey families! We are doing a virtual reading hour. Sign up and bring the kiddos on March 27th! #storytime #virtuallearning #kids #blackmoms #blackfathers #childrensbook 

https://t.co/v4wJnkxyHT","Dallas, TX ",0,0,2021-03-15 22:42:03
104,"We’re so excited to showcase our latest work… the set of #GenerationGenius! @GG_Learning is a super cool K-8 virtual teaching resource and it was so much fun to create life-size mathematical equipment and more to life!

#ProductionDesign #SetDesign #DesignInspo #VirtualLearning https://t.co/nBYqKnQu0F",Los Angeles,0,2,2021-03-15 22:40:59
105,"Join us each Thursday, 6 - 7 p.m. To learn more - and to register for these FREE webinars - please visit the Friends events calendar at https://t.co/XNaLJgg8qL. #fotfp #virtualevents #virtuallearning #forestpreserves https://t.co/TvgiFvHwWj","Chicago,  IL",1,1,2021-03-15 22:08:57
106,We are so excited to announce that Laura Groetzinger @pinkandsalt will be teaching us how to use colors in an abstract way while we are imagining a place we remember so much by heart! Link in bio to join! #virtualworkshop #virtuallearning #zoomparty #artwork #creativeworkshop https://t.co/dRQ0yxMAi2,"Virtually in Williamsburg, NY",0,2,2021-03-15 21:55:14
107,"As you can imagine, #VirtualLearning for #Grade1 requires high levels of parent support. During our celebration of #PiDay, we spent lots of time exploring circles. This parent goes so far to support #engagement that they even join in on the art  #ParentsAreTheChampions https://t.co/IWlY58w47W",,1,6,2021-03-15 21:48:54
108,We enjoyed our Spring Break Mommy/Son Date at one of our favorite spots. #CreativeHands #STEAM #STEAMAdvocate #virtuallearning #digitallearning @ Creative Hands https://t.co/aT7N55Duqp,"Fort Worth, Texas",0,0,2021-03-15 21:35:43
